,Date,Close
1062,2024-03-22,13.06
1063,2024-03-25,13.19
1064,2024-03-26,13.24
1065,2024-03-27,12.78
1066,2024-03-28,13.01
1067,2024-04-01,13.65
1068,2024-04-02,14.61
1069,2024-04-03,14.33
1070,2024-04-04,16.35
1071,2024-04-05,16.03
1072,2024-04-08,15.19
1073,2024-04-09,14.98
1074,2024-04-10,15.8
1075,2024-04-11,14.91
1076,2024-04-12,17.31
1077,2024-04-15,19.23
1078,2024-04-16,18.4
1079,2024-04-17,18.21
1080,2024-04-18,18.0
1081,2024-04-19,18.71
1082,2024-04-22,16.94
1083,2024-04-23,15.69
1084,2024-04-24,15.97
1085,2024-04-25,15.37
1086,2024-04-26,15.03
1087,2024-04-29,14.67
1088,2024-04-30,15.65
1089,2024-05-01,15.39
1090,2024-05-02,14.68
1091,2024-05-03,13.49
1092,2024-05-06,13.49
1093,2024-05-07,13.23
1094,2024-05-08,13.0
1095,2024-05-09,12.69
1096,2024-05-10,12.55
1097,2024-05-13,13.6
1098,2024-05-14,13.42
1099,2024-05-15,12.45
1100,2024-05-16,12.42
1101,2024-05-17,11.99
1102,2024-05-20,12.15
1103,2024-05-21,11.86
1104,2024-05-22,12.29
1105,2024-05-23,12.77
1106,2024-05-24,11.93
1107,2024-05-28,12.92
1108,2024-05-29,14.28
1109,2024-05-30,14.47
1110,2024-05-31,12.92
1111,2024-06-03,13.11
1112,2024-06-04,13.16
1113,2024-06-05,12.63
1114,2024-06-06,12.58
1115,2024-06-07,12.22
1116,2024-06-10,12.74
1117,2024-06-11,12.85
1118,2024-06-12,12.04
1119,2024-06-13,11.94
1120,2024-06-14,12.66
1121,2024-06-17,12.75
1122,2024-06-18,12.3
1123,2024-06-20,13.28
1124,2024-06-21,13.2
1125,2024-06-24,13.33
1126,2024-06-25,12.84
1127,2024-06-26,12.55
1128,2024-06-27,12.24
1129,2024-06-28,12.44
1130,2024-07-01,12.22
1131,2024-07-02,12.03
1132,2024-07-03,12.09
1133,2024-07-05,12.48
1134,2024-07-08,12.37
1135,2024-07-09,12.51
1136,2024-07-10,12.85
1137,2024-07-11,12.92
1138,2024-07-12,12.46
1139,2024-07-15,13.12
1140,2024-07-16,13.19
1141,2024-07-17,14.48
1142,2024-07-18,15.93
1143,2024-07-19,16.52
1144,2024-07-22,14.91
1145,2024-07-23,14.72
1146,2024-07-24,18.04
1147,2024-07-25,18.46
1148,2024-07-26,16.39
1149,2024-07-29,16.6
1150,2024-07-30,17.69
1151,2024-07-31,16.36
1152,2024-08-01,18.59
1153,2024-08-02,23.39
1154,2024-08-05,38.57
1155,2024-08-06,27.71
1156,2024-08-07,27.85
1157,2024-08-08,23.79
1158,2024-08-09,20.37
1159,2024-08-12,20.71
1160,2024-08-13,18.12
1161,2024-08-14,16.19
1162,2024-08-15,15.23
1163,2024-08-16,14.8
1164,2024-08-19,14.65
1165,2024-08-20,15.88
1166,2024-08-21,16.27
1167,2024-08-22,17.55
1168,2024-08-23,15.86
1169,2024-08-26,16.15
1170,2024-08-27,15.43
1171,2024-08-28,17.11
1172,2024-08-29,15.65
1173,2024-08-30,15.0
1174,2024-09-03,20.72
1175,2024-09-04,21.32
1176,2024-09-05,19.9
1177,2024-09-06,22.38
1178,2024-09-09,19.45
1179,2024-09-10,19.08
1180,2024-09-11,17.69
1181,2024-09-12,17.07
1182,2024-09-13,16.56
1183,2024-09-16,17.14
1184,2024-09-17,17.61
1185,2024-09-18,18.23
1186,2024-09-19,16.33
1187,2024-09-20,16.15
1188,2024-09-23,15.89
1189,2024-09-24,15.39
1190,2024-09-25,15.41
1191,2024-09-26,15.37
1192,2024-09-27,16.96
1193,2024-09-30,16.73
1194,2024-10-01,19.26
1195,2024-10-02,18.9
1196,2024-10-03,20.49
1197,2024-10-04,19.21
1198,2024-10-07,22.64
1199,2024-10-08,21.42
1200,2024-10-09,20.86
1201,2024-10-10,20.93
1202,2024-10-11,20.46
1203,2024-10-14,19.7
1204,2024-10-15,20.64
1205,2024-10-16,19.58
1206,2024-10-17,19.11
1207,2024-10-18,18.03
1208,2024-10-21,18.37
1209,2024-10-22,18.2
1210,2024-10-23,19.24
1211,2024-10-24,19.08
1212,2024-10-25,20.33
1213,2024-10-28,19.8
1214,2024-10-29,19.34
1215,2024-10-30,20.35
1216,2024-10-31,23.16
1217,2024-11-01,21.88
1218,2024-11-04,21.98
1219,2024-11-05,20.49
1220,2024-11-06,16.27
1221,2024-11-07,15.2
1222,2024-11-08,14.94
1223,2024-11-11,14.97
1224,2024-11-12,14.71
1225,2024-11-13,14.02
1226,2024-11-14,14.31
1227,2024-11-15,16.14
1228,2024-11-18,15.58
1229,2024-11-19,16.35
1230,2024-11-20,17.16
1231,2024-11-21,16.87
1232,2024-11-22,15.24
1233,2024-11-25,14.6
1234,2024-11-26,14.1
1235,2024-11-27,14.1
1236,2024-11-29,13.51
1237,2024-12-02,13.34
1238,2024-12-03,13.3
1239,2024-12-04,13.45
1240,2024-12-05,13.54
1241,2024-12-06,12.77
1242,2024-12-09,14.19
1243,2024-12-10,14.18
1244,2024-12-11,13.58
1245,2024-12-12,13.92
1246,2024-12-13,13.81
1247,2024-12-16,14.69
1248,2024-12-17,15.87
1249,2024-12-18,27.62
1250,2024-12-19,24.09
1251,2024-12-20,18.36
1252,2024-12-23,16.78
1253,2024-12-24,14.27
1254,2024-12-26,14.73
1255,2024-12-27,15.95
1256,2024-12-30,17.4
1257,2024-12-31,17.35
1258,2025-01-02,17.93
1259,2025-01-03,16.13
1260,2025-01-06,16.04
1261,2025-01-07,17.82
1262,2025-01-08,17.7
1263,2025-01-10,19.54
1264,2025-01-13,19.19
1265,2025-01-14,18.71
1266,2025-01-15,16.12
1267,2025-01-16,16.6
1268,2025-01-17,15.97
1269,2025-01-21,15.06
1270,2025-01-22,15.1
1271,2025-01-23,15.02
1272,2025-01-24,14.85
1273,2025-01-27,17.9
1274,2025-01-28,16.41
1275,2025-01-29,16.56
1276,2025-01-30,15.84
1277,2025-01-31,16.43
1278,2025-02-03,18.62
1279,2025-02-04,17.21
1280,2025-02-05,15.77
1281,2025-02-06,15.5
1282,2025-02-07,16.54
1283,2025-02-10,15.81
1284,2025-02-11,16.02
1285,2025-02-12,15.89
1286,2025-02-13,15.1
1287,2025-02-14,14.77
1288,2025-02-18,15.35
1289,2025-02-19,15.27
1290,2025-02-20,15.66
1291,2025-02-21,18.21
1292,2025-02-24,18.98
1293,2025-02-25,19.43
1294,2025-02-26,19.1
1295,2025-02-27,21.13
1296,2025-02-28,19.63
1297,2025-03-03,22.78
1298,2025-03-04,23.51
1299,2025-03-05,21.93
1300,2025-03-06,24.87
1301,2025-03-07,23.37
1302,2025-03-10,27.86
1303,2025-03-11,26.92
1304,2025-03-12,24.23
1305,2025-03-13,24.66
1306,2025-03-14,21.77
1307,2025-03-17,20.51
1308,2025-03-18,21.7
1309,2025-03-19,19.9
1310,2025-03-20,19.8
1311,2025-03-21,19.28
1312,2025-03-24,17.48
1313,2025-03-25,17.15
1314,2025-03-26,18.33
1315,2025-03-27,18.69
1316,2025-03-28,21.65
1317,2025-03-31,22.28
1318,2025-04-01,21.77
1319,2025-04-02,21.51
1320,2025-04-03,30.02
1321,2025-04-04,45.31
1322,2025-04-07,46.98
1323,2025-04-08,52.33
1324,2025-04-09,33.62
1325,2025-04-10,40.72
1326,2025-04-11,37.56
1327,2025-04-14,30.89
1328,2025-04-15,30.12
1329,2025-04-16,32.64
1330,2025-04-17,29.65
1331,2025-04-21,33.82
1332,2025-04-22,30.57
1333,2025-04-23,28.45
1334,2025-04-24,26.47
1335,2025-04-25,24.84
1336,2025-04-28,25.15
1337,2025-04-29,24.17
1338,2025-04-30,24.7
1339,2025-05-01,24.6
1340,2025-05-02,22.68
1341,2025-05-05,23.64
1342,2025-05-06,24.76
1343,2025-05-07,23.55
1344,2025-05-08,22.48
1345,2025-05-09,21.9
1346,2025-05-12,18.39
1347,2025-05-13,18.22
1348,2025-05-14,18.62
1349,2025-05-15,17.83
1350,2025-05-16,17.24
1351,2025-05-19,18.14
1352,2025-05-20,18.09
1353,2025-05-21,20.87
1354,2025-05-22,20.28
1355,2025-05-23,22.29
1356,2025-05-26,20.57
